num,position
1,-2.085915536014385
2,-2.7175763033652167
3,-3.1422317248898395
4,-2.2598134127557383
5,1.9498664502179697
6,2.6914409368991805
7,-1.9423229978321146
8,1.6525665485965995
9,-2.911023977901255
10,-2.3616264354815453
11,-2.815217202981377
12,-3.3247394018151315
13,1.0855623725314363
14,1.7566048411748163
15,-2.5605203036986923
16,2.646287362292103
17,-1.8549062993220051
18,-3.417855268566445
19,-3.2886884105191587
20,-1.4580008802809967
21,-1.07305274406629
22,-3.441311811747494
23,-1.1469587402401142
24,1.1562192731810015
25,2.4395177605645575
26,-2.8071106386949225
27,1.60236780048497
28,1.22595061683956
29,1.2929091582565597
30,1.917290993518904
31,2.981302600161822
32,2.6517280513613812
33,-1.554978459566147
34,-2.1173986738755595
35,2.4685932981151364
36,-1.7695100988210335
37,-2.17949752487854
38,-2.9689065333932474
39,-3.1720090294998293
40,-1.7718313739823355
41,1.3620102186610854
42,1.810733246452143
43,2.182447980646865
44,2.876239290195066
45,2.7266731800196347
46,2.609115390009629
47,1.877604772496877
48,-1.589758591659077
49,1.5080488921453021
50,1.5796444180717977
51,1.8989709374128534
52,2.6807953193514464
53,-1.9854182142444987
54,-2.20406986806535
55,-2.6911162351365903
56,-1.8839732075774478
57,-1.8179387116233503
58,-1.5676488269227526
59,-2.255942271009001
60,-1.8871645498239644
61,1.286304124407975
62,1.1663903363178552
63,0.9429324613276169
64,1.614338771768118
65,2.9630612030799846
66,1.1984244208926764
67,-1.4289522889276363
68,-1.624625348039343
69,0.04217358405083971
70,0.7906501126111358
71,3.1396232803007464
72,0.9205013887156976
73,2.0469588045126503
74,-2.6639003391236944
75,-1.0396369601777184
76,-1.7594387088056322
77,-2.5379721211287487
78,-0.8634106948367393
79,-1.9248899154460872
80,2.1396248461993004
81,-1.114333001900894
82,-0.8286986945630836
83,3.466706198855576
84,-3.0216275872480347
85,1.4893133020467975
86,3.0114302384250067
87,1.4327936384882918
88,1.6927997030989275
89,1.732176054546727
90,-2.6603307475955145
91,2.5997615504931364
92,2.6915027203902824
93,1.9664119961703292
94,2.477488351803137
95,-1.8367916323804234
96,-2.615979525466101
97,-2.702355828264258
98,2.121552621721424
99,3.331350593982499
100,1.5964640876666891
101,1.5481963746978558
102,-1.7360004814519456
103,-1.9159299330767823
104,-2.8151696758924043
105,-2.6186321250297713
106,-0.5075303950607069
107,-2.618608324607874
108,0.9172161758332571
109,3.1331198400263673
110,-2.762172686026756
111,2.6682453343975645
112,1.7549188583877893
113,-2.025863071606821
114,1.6818188134867071
115,-1.554148528636885
116,1.4437972567441193
117,2.773563544181778
118,-0.4225554090257475
119,-2.981683768769998
120,-2.761828987799344
121,-2.117309535620066
122,-2.5573194568317987
123,-1.9092350903671669
124,-1.7358489345878798
125,-1.749693819180747
126,-2.0137259562637073
127,2.656261193332023
128,1.646731054745981
129,-2.2858645504334074
130,1.2579715347717197
131,0.5814352835461243
132,2.827161570957051
133,-0.3742244858032926
134,-0.6893391279552326
135,0.7386703897224081
136,0.3757058906617381
137,-0.476331874782419
138,-0.06238985069459346
139,1.5927136856299313
140,-1.3365912265998503
141,-3.029819432321281
142,-3.2234870616414817
143,-3.226847963055503
144,-2.7084718903035636
145,-2.7729029755153505
146,-0.796024211326765
147,-1.1509527665534396
148,-2.0882128162787517
149,-2.28037836500266
150,-2.9268851361292985
151,1.2248372025128909
152,1.029305902845719
153,-2.7593962720430953
154,0.9297224611909698
155,-0.08680697641626445
156,2.966040543444093
157,-2.5704979377180575
